"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"2478",96180,1,2,2,2,2,2,2,2,2,8,2.6,3,2,3,1
"2479",96181,2,2,1,2,2,2,2,2,2,2,0.77,1,2,1,1
"2480",96182,1,2,2,2,2,2,2,2,1,5,0.98,1,2,2,2
"2481",96183,1,2,2,2,2,2,2,2,1,4,0.61,1,2,1,1
"2482",96184,1,1,1,2,2,2,2,1,2,5,1.12,1,2,5,1
"2483",96185,1,2,1,2,1,2,2,1,2,8,2.64,3,7,NA,1
"2484",96186,1,2,2,2,2,2,2,2,2,8,1.63,2,2,1,1
"2485",96187,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,3
"2486",96188,1,2,1,2,2,2,2,1,2,12,3.64,3,2,2,1
"2487",96189,1,2,2,2,2,2,2,2,2,8,2.92,3,2,1,1
"2488",96190,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2489",96191,1,2,2,2,2,2,2,2,2,7,1.63,2,2,1,1
"2490",96192,1,2,2,2,2,2,2,2,1,8,1.53,2,1,NA,1
"2491",96193,1,2,2,2,2,2,2,2,1,3,0.65,1,2,2,1
"2492",96194,1,2,2,2,2,2,2,2,1,3,0.46,1,2,1,1
"2493",96195,2,2,1,2,2,2,2,2,2,6,2.04,3,2,1,1
"2494",96196,1,2,1,1,2,1,2,2,1,6,0.89,1,2,1,1
"2495",96197,2,1,1,1,2,2,2,2,1,5,0.83,1,2,2,1
"2496",96198,1,2,2,2,2,2,1,2,2,7,2.19,3,2,1,2
"2497",96199,1,2,2,2,2,2,2,2,1,6,0.91,1,2,1,1
"2498",96200,1,2,2,2,2,2,2,2,2,1,0,1,2,1,2
"2499",96201,1,1,2,2,2,2,2,2,1,7,1.72,2,2,2,1
"2500",96202,1,2,2,2,2,2,2,2,2,9,2,3,2,1,1
"2501",96203,1,2,2,2,2,2,2,2,1,4,0.53,1,2,1,1
"2502",96204,2,2,2,2,2,2,1,2,2,2,0.31,1,2,1,1
"2503",96205,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"2504",96206,1,2,2,2,2,2,2,2,2,11,3.34,3,2,2,1
"2505",96207,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"2506",96208,1,2,2,2,2,2,2,2,2,12,3.82,3,2,1,1
"2507",96209,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"2508",96210,2,2,1,2,2,2,2,1,2,5,1.68,2,7,NA,1
"2509",96211,1,2,2,2,2,2,2,2,2,11,5,3,2,3,1
"2510",96212,1,2,2,2,2,2,2,2,2,4,0.47,1,2,1,6
"2511",96213,1,2,2,1,2,2,2,2,2,99,NA,1,2,1,1
"2512",96214,1,2,1,2,2,2,2,2,2,6,0.72,1,2,1,1
"2513",96215,1,2,2,2,2,2,1,2,2,5,0.82,1,2,1,1
"2514",96216,1,2,2,2,1,1,2,1,2,11,5,3,1,NA,1
"2515",96217,2,2,1,2,2,2,2,2,2,7,2.44,3,1,NA,1
"2516",96218,1,2,1,2,2,2,2,1,1,10,4.43,3,2,3,1
"2517",96219,1,2,2,2,2,2,2,2,2,11,2.58,3,2,1,1
"2518",96220,1,2,2,2,2,2,2,2,2,11,4.04,3,1,NA,1
"2519",96221,1,2,2,2,2,2,2,2,2,9,2.89,3,2,1,1
"2520",96222,2,2,1,2,2,1,2,2,1,3,0.53,1,2,1,1
"2521",96223,2,1,1,2,1,2,2,2,2,3,0.84,1,2,1,3
"2522",96224,1,2,2,2,2,2,2,2,2,4,0.96,1,2,1,5
"2523",96225,1,2,2,2,2,2,2,2,2,4,0.53,1,2,1,1
"2524",96226,1,1,2,2,2,2,1,2,2,5,1.15,1,2,1,3
"2525",96227,1,2,2,1,2,2,1,2,2,10,2.24,3,2,1,1
"2526",96228,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA,1
"2527",96229,1,2,2,2,2,2,2,2,2,5,0.98,1,2,1,1
"2528",96230,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2529",96231,2,2,1,1,2,1,2,2,2,99,NA,1,2,1,1
"2530",96232,1,1,2,2,2,2,2,1,2,11,3.35,3,1,NA,1
"2531",96233,2,2,2,1,2,2,2,2,1,77,NA,3,2,2,1
"2532",96234,1,1,2,2,2,2,2,2,1,12,4.49,3,2,1,1
"2533",96235,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
"2534",96236,2,2,1,2,2,2,2,2,2,3,1.02,1,2,1,3
"2535",96237,1,2,2,2,2,2,2,2,2,3,1,1,2,1,1
"2536",96238,1,2,2,1,2,2,2,2,2,7,1.41,2,2,1,1
"2537",96239,2,2,1,1,1,2,2,1,1,9,3.69,3,1,NA,1
"2538",96240,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2539",96241,1,2,2,2,2,2,2,1,2,11,4.33,3,1,NA,1
"2540",96242,2,2,2,1,2,2,2,2,2,2,0.76,1,2,1,4
"2541",96243,1,2,2,2,2,2,2,2,1,9,3.4,3,2,1,1
"2542",96244,1,2,2,2,2,2,2,2,1,4,0.53,1,2,1,1
"2543",96245,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2544",96246,1,2,2,2,2,2,2,2,2,6,0.95,1,2,2,3
"2545",96247,1,2,2,2,2,2,2,2,2,7,1.67,2,2,1,1
"2546",96248,1,2,2,2,2,2,2,2,2,12,2.91,3,1,NA,1
"2547",96249,1,2,1,1,2,1,1,2,1,7,1.39,2,2,1,1
"2548",96250,1,2,2,2,2,2,2,1,2,11,4.11,3,2,4,2
"2549",96251,1,1,1,1,2,2,2,1,2,12,5,3,1,NA,1
"2550",96252,1,2,2,2,2,1,2,2,2,99,NA,9,9,NA,2
"2551",96253,1,2,2,2,2,2,2,2,2,11,3.82,3,2,3,1
"2552",96254,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"2553",96255,1,2,2,2,2,2,2,2,2,10,2.73,3,2,2,1
"2554",96256,1,1,2,2,2,2,2,1,2,1,0,1,2,1,1
"2555",96257,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,4
"2556",96258,1,1,2,2,2,2,2,2,2,11,2.4,3,1,NA,1
"2557",96259,1,2,2,2,1,2,2,2,2,6,1.34,2,2,1,1
"2558",96260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559",96261,1,1,2,2,2,2,1,2,1,5,0.73,1,2,1,1
"2560",96262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561",96263,1,2,2,2,2,2,2,2,2,8,2.05,3,2,1,1
"2562",96264,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"2563",96265,2,2,1,1,2,1,2,2,2,2,0.74,1,2,1,1
"2564",96266,1,2,2,2,2,2,2,2,2,8,1.67,2,2,1,1
"2565",96267,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
"2566",96268,2,2,1,2,1,2,2,2,2,6,1.85,2,2,1,1
"2567",96269,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,1
"2568",96270,1,2,2,2,2,2,2,2,2,5,1.79,2,2,1,1
"2569",96271,2,2,1,2,1,2,2,2,2,9,3.65,3,2,3,1
"2570",96272,1,2,7,2,2,2,2,2,2,8,1.1,1,2,1,4
"2571",96273,1,2,2,2,2,2,2,2,2,77,NA,7,2,77,1
"2572",96274,1,2,2,2,2,2,2,2,2,9,1.78,2,2,2,1
"2573",96275,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2574",96276,1,2,2,2,2,2,2,2,1,6,2.8,3,2,1,1
"2575",96277,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2576",96278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2577",96279,1,1,1,2,2,2,2,2,2,6,1.39,2,2,1,1
"2578",96280,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
"2579",96281,1,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,1
"2580",96282,1,2,2,2,2,1,2,2,2,7,1.46,2,1,NA,1
"2581",96283,1,1,2,2,2,2,2,2,2,5,1.99,3,2,1,1
"2582",96284,1,2,1,1,1,2,2,1,1,10,4.37,3,1,NA,1
"2583",96285,1,2,2,2,2,2,2,1,1,6,1.97,3,1,NA,1
"2584",96286,1,2,2,2,2,2,2,2,2,11,2.69,3,2,4,1
"2585",96287,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"2586",96288,1,2,2,2,2,2,2,2,2,1,0,1,2,1,2
"2587",96289,2,2,1,2,2,1,2,2,1,6,1.17,1,2,1,1
"2588",96290,1,2,1,2,2,2,2,2,2,99,NA,3,2,1,7
"2589",96291,1,1,2,2,2,2,2,2,1,3,0.36,1,2,1,1
"2590",96292,1,2,2,2,2,2,2,2,2,11,3.82,3,1,NA,1
"2591",96293,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2592",96294,1,2,1,2,1,2,2,1,2,12,4.62,3,1,NA,1
"2593",96295,2,2,2,2,2,2,2,2,1,2,0.51,1,2,1,4
"2594",96296,1,2,1,2,2,2,2,2,2,3,0.76,1,2,1,1
"2595",96297,1,2,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
"2596",96298,1,2,2,2,2,2,2,1,2,99,NA,2,1,NA,1
"2597",96299,1,2,2,2,2,2,2,2,2,3,0.5,1,2,1,1
"2598",96300,1,1,2,2,2,2,2,2,2,10,2.5,3,2,3,1
"2599",96301,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2600",96302,2,2,1,2,1,2,2,2,2,5,1.99,3,1,NA,1
"2601",96303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",96304,1,2,1,2,1,2,2,1,2,11,2.36,3,2,4,2
"2603",96305,1,2,2,2,2,2,2,2,2,7,0.95,1,2,1,1
"2604",96306,1,2,1,2,2,2,2,2,2,7,2.73,3,2,4,1
"2605",96307,1,2,2,2,2,2,2,1,2,5,0.96,1,2,1,1
"2606",96308,1,2,2,2,2,2,1,2,2,3,0.79,1,2,1,1
"2607",96309,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"2608",96310,1,2,1,2,2,1,2,2,2,7,1.27,1,1,NA,1
"2609",96311,1,2,1,2,2,1,2,2,2,6,0.96,1,2,1,1
"2610",96312,1,2,2,2,2,2,2,1,2,9,2.17,3,2,4,1
"2611",96313,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2612",96314,2,2,2,2,2,2,2,2,1,2,0.2,1,2,1,1
"2613",96315,1,2,2,2,2,2,2,2,2,10,2.87,3,1,NA,1
"2614",96316,1,2,2,2,2,2,2,2,2,2,0.43,1,2,1,1
"2615",96317,2,1,1,2,2,2,2,1,2,5,1.18,1,1,NA,1
"2616",96318,1,1,2,2,2,2,2,2,1,7,1.72,2,2,2,1
"2617",96319,2,2,1,2,1,2,2,1,2,7,3.26,3,1,NA,1
"2618",96320,2,2,2,2,2,2,1,2,2,2,0.31,1,2,1,1
"2619",96321,2,2,1,2,2,2,2,2,2,3,1.21,1,2,2,3
"2620",96322,1,2,2,2,2,2,2,2,2,8,1.1,1,2,1,1
"2621",96323,1,2,2,2,2,2,2,2,2,3,0.59,1,1,NA,1
"2622",96324,1,2,2,2,2,2,2,2,2,6,1.5,2,2,1,1
"2623",96325,1,2,2,2,2,2,2,2,1,10,2.24,3,1,NA,1
"2624",96326,1,2,2,2,2,2,2,2,2,8,3.33,3,7,NA,1
"2625",96327,1,1,2,2,2,2,2,2,2,10,1.94,3,2,3,1
"2626",96328,1,2,2,2,2,2,2,2,1,5,0.63,1,2,1,1
"2627",96329,1,2,2,2,2,2,2,2,2,2,0.35,1,7,NA,1
"2628",96330,2,2,1,1,2,2,2,2,2,6,1.79,2,2,1,1
"2629",96331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630",96332,1,2,2,2,2,2,2,2,2,8,1.91,3,2,1,1
"2631",96333,1,2,1,2,1,2,2,2,2,3,0.49,1,2,1,1
"2632",96334,1,2,2,2,2,2,2,2,2,77,NA,3,2,3,1
"2633",96335,2,1,1,2,1,2,2,1,2,11,5,3,1,NA,1
"2634",96336,2,2,1,1,9,9,2,2,1,99,NA,9,9,NA,2
"2635",96337,1,2,2,2,2,2,2,2,2,9,2.04,3,2,2,2
"2636",96338,1,2,2,2,2,2,1,2,2,9,2.66,3,1,NA,1
"2637",96339,2,2,1,2,2,2,2,2,1,4,1.02,1,2,1,1
"2638",96340,1,2,2,2,2,2,2,1,2,6,1.85,2,1,NA,1
"2639",96341,1,2,2,2,2,2,2,2,2,8,1.1,1,2,1,1
"2640",96342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641",96343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642",96344,2,2,2,2,2,1,2,2,2,99,NA,9,2,1,7
"2643",96345,1,2,2,2,2,2,2,2,2,10,4.43,3,1,NA,1
"2644",96346,1,2,2,2,2,2,2,1,2,8,1.45,2,2,1,1
"2645",96347,1,2,2,2,2,2,2,2,2,77,NA,2,2,2,1
"2646",96348,1,2,2,2,2,2,2,2,2,5,1.34,2,2,1,1
"2647",96349,1,2,1,2,1,2,2,2,1,6,2.28,3,2,1,1
"2648",96350,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2649",96351,1,2,2,2,2,2,1,2,2,9,2.94,3,2,3,1
"2650",96352,2,2,1,2,1,2,2,2,2,7,2.62,3,1,NA,1
"2651",96353,1,2,2,2,2,2,2,2,2,9,2.39,3,2,3,1
"2652",96354,1,2,1,2,2,2,2,2,2,3,0.39,1,1,NA,3
"2653",96355,9,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"2654",96356,2,2,2,2,2,1,2,2,1,5,1.15,1,2,1,1
"2655",96357,1,1,1,2,2,2,2,2,2,77,NA,7,7,NA,1
"2656",96358,1,2,2,2,2,2,2,1,2,6,2.39,3,2,1,1
"2657",96359,1,2,2,2,2,2,2,2,2,4,1.03,1,2,3,7
"2658",96360,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,1
"2659",96361,1,2,2,2,2,2,2,2,2,77,NA,2,2,2,1
"2660",96362,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA,1
"2661",96363,1,1,1,2,2,1,1,2,2,4,0.5,1,2,1,1
"2662",96364,1,1,2,2,2,2,2,2,1,7,1.03,1,2,1,1
"2663",96365,2,1,2,2,2,2,2,2,1,99,NA,9,2,1,1
"2664",96366,1,2,1,1,2,1,2,2,2,1,0,1,2,1,1
"2665",96367,2,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,1
"2666",96368,2,2,2,2,2,2,2,9,2,6,2.19,3,2,1,1
"2667",96369,1,2,1,2,2,2,2,2,2,9,1.28,1,2,3,1
"2668",96370,2,2,1,2,1,2,2,1,2,99,NA,3,1,NA,1
"2669",96371,1,2,2,2,2,2,1,1,1,8,1.45,2,1,NA,1
"2670",96372,1,1,2,1,2,2,2,2,2,8,2.35,3,2,4,1
"2671",96373,1,2,1,2,1,2,2,2,2,5,1.24,1,2,2,2
"2672",96374,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
"2673",96375,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,3
"2674",96376,9,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"2675",96377,1,1,2,2,2,2,2,2,2,5,1.46,2,2,1,1
"2676",96378,1,2,2,2,2,2,2,2,2,7,0.79,1,2,1,1
"2677",96379,1,2,1,2,2,1,2,2,2,12,4.88,3,1,NA,1
"2678",96380,1,1,2,1,2,2,2,2,1,11,4.62,3,2,1,1
"2679",96381,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2680",96382,1,1,2,2,2,2,2,2,2,11,3.35,3,2,1,1
"2681",96383,1,2,2,2,2,2,2,2,1,12,5,3,2,1,1
"2682",96384,1,2,2,2,2,2,2,2,2,8,1.95,3,1,NA,1
"2683",96385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684",96386,2,2,1,2,2,2,2,2,2,3,1.09,1,2,99,6
"2685",96387,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,1
"2686",96388,2,2,1,2,2,2,2,2,2,6,1.1,1,2,1,1
"2687",96389,2,2,1,2,2,2,2,1,2,6,1.75,2,1,NA,1
"2688",96390,1,2,2,1,2,2,2,2,2,11,3.35,3,1,NA,1
"2689",96391,1,2,2,2,2,2,2,2,2,99,NA,1,2,99,1
"2690",96392,1,2,2,2,2,2,2,2,2,8,3.28,3,2,3,4
"2691",96393,2,2,1,2,1,2,2,2,2,7,2.14,3,2,1,1
"2692",96394,1,2,2,2,2,2,2,2,2,8,1.91,3,2,1,1
"2693",96395,1,2,1,1,2,1,2,2,1,6,0.89,1,2,1,1
"2694",96396,1,2,1,2,2,2,2,2,1,12,2.68,3,1,NA,1
"2695",96397,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2696",96398,1,2,2,2,2,2,2,2,2,5,1.33,2,2,1,1
"2697",96399,1,2,1,2,1,2,1,1,1,99,NA,3,2,3,2
"2698",96400,1,1,2,2,2,2,2,1,2,7,1.53,2,2,4,1
"2699",96401,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"2700",96402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",96403,1,2,2,2,2,2,2,2,1,9,2.04,3,2,3,1
"2702",96404,1,2,1,2,1,2,2,1,2,7,2.59,3,1,NA,1
"2703",96405,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,9
"2704",96406,1,2,1,2,2,2,2,1,2,7,2.22,3,1,NA,1
"2705",96407,1,1,2,2,2,2,2,2,2,8,1.95,3,2,1,1
"2706",96408,1,2,2,2,2,2,2,2,1,8,3.95,3,2,1,1
"2707",96409,2,2,1,1,2,2,2,2,2,3,0.73,1,2,1,8
"2708",96410,1,2,1,2,2,2,2,2,1,77,NA,3,2,1,1
"2709",96411,1,2,2,2,1,2,2,2,2,8,4.48,3,1,NA,1
"2710",96412,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2711",96413,1,2,1,2,1,2,2,2,1,11,3.41,3,2,1,1
"2712",96414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",96415,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2714",96416,1,2,2,2,2,2,2,2,2,8,2.43,3,2,1,1
"2715",96417,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2716",96418,1,2,2,2,2,2,2,1,1,10,3.46,3,2,3,1
"2717",96419,1,1,2,2,2,2,2,2,2,99,NA,9,2,99,1
"2718",96420,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"2719",96421,2,2,2,2,2,2,2,2,1,99,NA,2,2,1,1
"2720",96422,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,2
"2721",96423,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2722",96424,1,2,2,1,2,2,2,2,2,6,1.17,1,2,1,1
"2723",96425,2,1,2,2,2,2,1,2,1,2,0.38,1,2,2,1
"2724",96426,2,2,1,2,1,2,2,1,2,3,1.19,1,1,NA,1
"2725",96427,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"2726",96428,1,2,2,2,2,2,2,2,2,12,4.78,3,1,NA,1
"2727",96429,2,2,1,2,2,2,2,1,7,77,NA,3,7,NA,8
"2728",96430,1,2,2,2,2,2,2,2,1,11,2.55,3,2,1,2
"2729",96431,1,2,2,2,2,2,2,2,2,6,2.57,3,2,1,1
"2730",96432,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2731",96433,1,2,2,2,2,2,2,2,2,9,2.44,3,1,NA,1
"2732",96434,1,1,2,2,2,1,2,2,2,10,2.5,3,2,1,1
"2733",96435,1,2,2,2,2,2,2,2,1,99,NA,9,2,1,1
"2734",96436,2,2,1,1,2,1,1,2,2,3,0.48,1,2,1,1
"2735",96437,1,1,2,2,2,2,2,2,2,11,3.71,3,1,NA,1
"2736",96438,1,1,2,2,2,2,2,2,2,2,0.2,1,2,2,1
"2737",96439,1,2,2,1,2,2,2,2,2,8,1.95,3,2,2,1
"2738",96440,9,2,9,9,9,2,2,9,9,99,NA,9,9,NA,1
"2739",96441,1,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2740",96442,1,2,2,2,2,2,2,2,2,7,1.71,2,2,1,1
"2741",96443,1,2,2,2,2,2,2,9,9,99,NA,9,1,NA,1
"2742",96444,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,6
"2743",96445,1,2,1,2,2,2,2,1,2,12,4.63,3,1,NA,1
"2744",96446,2,1,2,2,2,2,2,1,1,8,3.95,3,1,NA,1
"2745",96447,2,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
"2746",96448,1,2,2,2,2,2,2,1,2,12,5,3,2,2,1
"2747",96449,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,4
"2748",96450,2,2,1,2,2,1,2,2,2,2,0.56,1,2,1,1
"2749",96451,2,2,1,2,1,2,2,1,2,99,NA,9,2,99,1
"2750",96452,1,2,2,2,2,1,2,2,2,6,0.94,1,2,1,1
"2751",96453,1,2,2,1,2,1,2,2,2,4,0.41,1,2,1,1
"2752",96454,2,1,2,1,2,2,1,2,2,3,0.46,1,2,1,1
"2753",96455,1,1,2,2,2,2,2,2,2,8,3.98,3,2,1,1
"2754",96456,1,2,1,2,2,2,2,2,2,9,3.69,3,1,NA,1
"2755",96457,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1,1
"2756",96458,2,2,2,2,2,2,1,2,2,99,NA,9,2,1,1
"2757",96459,1,2,2,2,2,2,2,2,2,7,2.17,3,2,1,1
"2758",96460,1,2,2,2,2,2,2,2,1,4,0.73,1,2,1,1
"2759",96461,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1,1
"2760",96462,2,2,1,2,2,1,1,2,2,1,0.13,1,2,1,1
"2761",96463,1,1,2,2,2,2,2,2,2,8,2.31,3,2,1,7
"2762",96464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",96465,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
"2764",96466,1,1,2,2,2,2,2,2,2,6,1.04,1,2,2,1
"2765",96467,1,2,2,2,2,2,2,2,2,7,1.46,2,2,1,1
"2766",96468,1,2,1,2,1,2,2,2,2,7,2.54,3,2,1,1
"2767",96469,1,2,2,2,2,2,2,2,2,12,4.39,3,2,1,1
"2768",96470,1,1,2,2,2,2,1,2,1,5,1.88,3,2,1,1
"2769",96471,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,1
"2770",96472,1,2,2,2,2,2,2,2,2,7,1.88,3,2,2,1
"2771",96473,1,2,1,2,1,2,2,2,2,8,2.88,3,2,1,1
"2772",96474,1,2,2,2,2,2,2,1,2,8,1.84,2,1,NA,1
"2773",96475,2,2,1,2,2,2,1,2,2,2,0.67,1,2,1,4
"2774",96476,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"2775",96477,2,2,2,2,2,2,2,2,1,3,1.08,1,2,1,7
"2776",96478,1,2,2,2,2,2,2,2,2,6,0.95,1,2,2,3
"2777",96479,1,1,2,1,1,2,2,1,2,12,5,3,1,NA,1
"2778",96480,1,2,1,2,1,2,1,2,2,7,1.96,3,2,2,1
"2779",96481,1,2,2,2,2,2,2,2,1,4,0.73,1,2,1,1
"2780",96482,1,2,2,2,2,1,1,2,1,99,NA,1,2,1,1
"2781",96483,1,2,2,2,2,2,2,2,2,3,0.59,1,1,NA,1
"2782",96484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",96485,1,2,2,2,2,2,2,2,2,6,1.05,1,2,1,1
"2784",96486,2,2,1,2,2,2,1,2,2,2,0.51,1,2,1,1
"2785",96487,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
"2786",96488,1,2,2,2,2,2,2,1,2,4,1.09,1,1,NA,1
"2787",96489,1,2,2,2,2,2,2,2,2,5,1.15,1,1,NA,1
"2788",96490,1,2,2,2,2,2,2,2,2,9,2.44,3,1,NA,1
"2789",96491,1,2,1,2,2,2,2,2,2,77,NA,1,2,1,6
"2790",96492,9,9,9,2,9,9,9,9,9,99,NA,9,2,99,1
"2791",96493,1,2,2,2,2,2,2,2,1,4,0.72,1,2,1,1
"2792",96494,1,2,2,2,2,2,2,2,2,8,1.91,3,2,2,3
"2793",96495,1,1,2,2,2,2,2,2,2,99,NA,3,2,1,1
"2794",96496,1,2,2,2,2,2,1,2,2,1,0,1,2,1,1
"2795",96497,1,2,2,2,2,2,2,2,2,77,NA,3,2,1,1
"2796",96498,2,2,2,2,2,2,2,2,2,2,0.41,1,2,1,3
"2797",96499,2,2,1,2,2,1,2,2,2,77,NA,7,2,1,1
"2798",96500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",96501,2,2,2,1,1,1,2,2,2,7,1.95,3,2,1,1
"2800",96502,2,2,1,2,2,1,2,2,2,3,0.97,1,2,1,1
"2801",96503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802",96504,1,2,1,2,2,1,2,2,1,7,1.07,1,2,1,1
"2803",96505,1,2,1,1,2,1,2,2,1,9,1.77,2,2,1,1
"2804",96506,2,2,1,2,1,2,2,2,2,7,2.48,3,1,NA,1
"2805",96507,1,2,2,2,2,2,2,2,2,9,2.94,3,2,1,1
"2806",96508,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"2807",96509,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2808",96510,1,1,2,2,2,2,2,2,2,7,1.31,2,2,1,1
"2809",96511,1,2,2,2,2,2,2,2,2,7,3.35,3,2,2,1
"2810",96512,1,2,1,2,2,2,2,2,2,5,1.48,2,2,3,2
"2811",96513,1,2,2,2,2,2,2,2,1,1,0,1,2,2,1
"2812",96514,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"2813",96515,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,4
"2814",96516,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"2815",96517,2,2,2,1,2,1,2,2,2,2,0.73,1,2,1,1
"2816",96518,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"2817",96519,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
"2818",96520,2,2,1,2,2,2,2,2,2,2,0.2,1,2,1,1
"2819",96521,2,2,1,2,2,2,2,2,2,4,1.48,2,1,NA,1
"2820",96522,1,1,2,2,2,2,2,2,2,11,5,3,2,4,1
"2821",96523,1,2,2,2,2,2,2,2,1,11,4.11,3,2,2,2
"2822",96524,1,1,2,2,2,2,2,2,1,12,3,3,1,NA,2
"2823",96525,1,2,2,1,1,2,2,2,1,10,2.87,3,2,1,1
"2824",96526,1,2,2,2,2,2,2,2,2,9,4.94,3,2,4,1
"2825",96527,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2826",96528,1,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,1
"2827",96529,1,2,2,2,2,2,2,2,2,8,2.8,3,2,2,1
"2828",96530,1,2,2,2,2,2,2,2,1,3,0.46,1,2,1,1
